2018,1,"Ciutat Vella",1,"el Raval","Espanya",156
2018,1,"Ciutat Vella",2,"el Barri Gòtic","Espanya",59
2018,1,"Ciutat Vella",3,"la Barceloneta","Espanya",46
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Espanya",80
2018,2,"Eixample",5,"el Fort Pienc","Espanya",206
2018,2,"Eixample",6,"la Sagrada Família","Espanya",292
2018,2,"Eixample",7,"la Dreta de l'Eixample","Espanya",260
2018,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Espanya",258
2018,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Espanya",342
2018,2,"Eixample",10,"Sant Antoni","Espanya",237
2018,3,"Sants-Montjuïc",11,"el Poble Sec","Espanya",191
2018,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Espanya",13
2018,3,"Sants-Montjuïc",13,"la Marina de Port","Espanya",157
2018,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Espanya",42
2018,3,"Sants-Montjuïc",15,"Hostafrancs","Espanya",108
2018,3,"Sants-Montjuïc",16,"la Bordeta","Espanya",123
2018,3,"Sants-Montjuïc",17,"Sants - Badal","Espanya",154
2018,3,"Sants-Montjuïc",18,"Sants","Espanya",269
2018,4,"Les Corts",19,"les Corts","Espanya",313
2018,4,"Les Corts",20,"la Maternitat i Sant Ramon","Espanya",152
2018,4,"Les Corts",21,"Pedralbes","Espanya",68
2018,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Espanya",36
2018,5,"Sarrià-Sant Gervasi",23,"Sarrià","Espanya",188
2018,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Espanya",107
2018,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Espanya",165
2018,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Espanya",349
2018,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Espanya",223
2018,6,"Gràcia",28,"Vallcarca i els Penitents","Espanya",107
2018,6,"Gràcia",29,"el Coll","Espanya",44
2018,6,"Gràcia",30,"la Salut","Espanya",83
2018,6,"Gràcia",31,"la Vila de Gràcia","Espanya",396
2018,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Espanya",223
2018,7,"Horta-Guinardó",33,"el Baix Guinardó","Espanya",164
2018,7,"Horta-Guinardó",34,"Can Baró","Espanya",63
2018,7,"Horta-Guinardó",35,"el Guinardó","Espanya",238
2018,7,"Horta-Guinardó",36,"la Font d'en Fargues","Espanya",59
2018,7,"Horta-Guinardó",37,"el Carmel","Espanya",180
2018,7,"Horta-Guinardó",38,"la Teixonera","Espanya",62
2018,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Espanya",44
2018,7,"Horta-Guinardó",40,"Montbau","Espanya",27
2018,7,"Horta-Guinardó",41,"la Vall d'Hebron","Espanya",53
2018,7,"Horta-Guinardó",42,"la Clota","Espanya",10
2018,7,"Horta-Guinardó",43,"Horta","Espanya",159
2018,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Espanya",129
2018,8,"Nou Barris",45,"Porta","Espanya",127
2018,8,"Nou Barris",46,"el Turó de la Peira","Espanya",99
2018,8,"Nou Barris",47,"Can Peguera","Espanya",15
2018,8,"Nou Barris",48,"la Guineueta","Espanya",70
2018,8,"Nou Barris",49,"Canyelles","Espanya",28
2018,8,"Nou Barris",50,"les Roquetes","Espanya",115
2018,8,"Nou Barris",51,"Verdun","Espanya",64
2018,8,"Nou Barris",52,"la Prosperitat","Espanya",135
2018,8,"Nou Barris",53,"la Trinitat Nova","Espanya",48
2018,8,"Nou Barris",54,"Torre Baró","Espanya",20
2018,8,"Nou Barris",55,"Ciutat Meridiana","Espanya",50
2018,8,"Nou Barris",56,"Vallbona","Espanya",6
2018,9,"Sant Andreu",57,"la Trinitat Vella","Espanya",62
2018,9,"Sant Andreu",58,"Baró de Viver","Espanya",17
2018,9,"Sant Andreu",59,"el Bon Pastor","Espanya",100
2018,9,"Sant Andreu",60,"Sant Andreu","Espanya",427
2018,9,"Sant Andreu",61,"la Sagrera","Espanya",145
