fecha,pais,numero,color
2018,Espanya,78.097133758,680bfe
2018,Pakistan,2.57961783439,2d3a4b
2018,Itàlia,1.88694267516,caa531
2018,Marroc,1.8550955414,bad39a
2018,Xina,1.54458598726,c6d7a3
2018,França,1.53662420382,5d8e4f
2018,Hondures,0.995222929936,b58671
2018,Bangladesh,0.987261146497,ca0ece
2018,Filipines,0.875796178344,9c5d4b
2018,Bolívia,0.820063694268,3a558b
2018,Índia,0.812101910828,6f03a1
2018,Romania,0.644904458599,227053
2018,Colòmbia,0.549363057325,69b26a
2018,República Dominicana,0.541401273885,c0111a
2018,Veneçuela,0.501592356688,22fd25
2018,Perú,0.477707006369,45e915
2018,Alemanya,0.453821656051,6fb2c8
2018,Rússia,0.453821656051,b537fa
2018,Equador,0.445859872611,5884a7
2018,Geòrgia,0.414012738854,5312fb
2018,Portugal,0.406050955414,f1b1b8
2018,Regne Unit,0.390127388535,c6e976
2018,Paraguai,0.358280254777,fec37e
2018,Brasil,0.350318471338,2f1faa
2018,Ucraïna,0.294585987261,d5b0cb
2018,Argentina,0.246815286624,74ec5d
2018,El Salvador,0.214968152866,976cfb
2018,Polònia,0.214968152866,587d9a
2018,Algèria,0.207006369427,ba811b
2018,Països Baixos,0.191082802548,c66026
2018,Estats Units,0.183121019108,a7df86
2018,Xile,0.183121019108,69956f
2018,Nepal,0.167197452229,0f9a29
2018,Armènia,0.15923566879,372a49
2018,Mèxic,0.15127388535,c2af5e
2018,Suècia,0.15127388535,f010f8
2018,Nigèria,0.127388535032,e1bf67
2018,Bèlgica,0.119426751592,1ecd59
2018,Senegal,0.119426751592,f94678
2018,Síria,0.103503184713,d4c3d2
2018,Hongria,0.0955414012739,5345e0
2018,Turquia,0.0955414012739,b81e08
2018,Bulgària,0.0875796178344,ae7e49
2018,Israel,0.0796178343949,a70df1
2018,Uruguai,0.0796178343949,5cf7d8
2018,Cuba,0.0716560509554,b89996
2018,Guinea Equatorial,0.0716560509554,3a7fe5
2018,Moldàvia,0.0716560509554,61e015
2018,Albània,0.0636942675159,dfb233
2018,Nicaragua,0.0636942675159,06673c
2018,Grècia,0.0557324840764,9244a8
2018,Kazakhstan,0.0477707006369,a7c233
2018,Líban,0.0477707006369,e69497
2018,Ghana,0.0398089171975,b52833
2018,Guinea,0.0398089171975,1e079f
2018,Iran,0.0398089171975,04b678
2018,Àustria,0.031847133758,3fa693
2018,Dinamarca,0.031847133758,6d749a
2018,Eslovàquia,0.031847133758,db9938
2018,Irlanda,0.031847133758,8e9ba4
2018,Lituània,0.031847133758,80096e
2018,Mali,0.031847133758,58d5bc
2018,Tunísia,0.031847133758,3475a9
2018,Belarús,0.0238853503185,efe47a
2018,Canadà,0.0238853503185,8df5e5
2018,Costa d'Ivori,0.0238853503185,0f8942
2018,Croàcia,0.0238853503185,9ca58f
2018,Japó,0.0238853503185,0f1992
2018,Noruega,0.0238853503185,a7eb3e
2018,Sèrbia,0.0238853503185,7fc77d
2018,Txèquia,0.0238853503185,dccb2a
2018,Uzbekistan,0.0238853503185,e32498
2018,Andorra,0.015923566879,b3cf51
2018,Bòsnia i Hercegovina,0.015923566879,70d3ba
2018,Corea del Sud,0.015923566879,c0f4cc
2018,Egipte,0.015923566879,f18b25
2018,Estònia,0.015923566879,23c4ff
2018,Finlàndia,0.015923566879,3f3615
2018,Guatemala,0.015923566879,03f2ca
2018,Kirguizstan,0.015923566879,ccad62
2018,Togo,0.015923566879,99db65
2018,Afganistan,0.00796178343949,ed5986
2018,Aràbia Saudí,0.00796178343949,a54dde
2018,Azerbaidjan,0.00796178343949,c969c5
2018,Camerun,0.00796178343949,dfe606
2018,Costa Rica,0.00796178343949,523e28
2018,Eslovènia,0.00796178343949,d61513
2018,Haití,0.00796178343949,346d53
2018,Indonèsia,0.00796178343949,52b360
2018,Jordània,0.00796178343949,435e1f
2018,Letònia,0.00796178343949,b05e6b
2018,Libèria,0.00796178343949,673214
2018,Líbia,0.00796178343949,10e6a8
2018,Macedònia,0.00796178343949,d3ffe9
2018,Madagascar,0.00796178343949,711caf
2018,Malta,0.00796178343949,46be89
2018,República Centreafricana,0.00796178343949,84e9bd
2018,Singapur,0.00796178343949,00a033
2018,Sud-àfrica,0.00796178343949,9a40a5
2018,Suïssa,0.00796178343949,acb8e4
2018,Territoris Palestins [o Palestina],0.00796178343949,cce3d9
2018,No consta,0.015923566879,dc9ba5
