fecha,pais,numero,color
2016,Espanya,86.775477707,680bfe
2016,Pakistan,2.08598726115,2d3a4b
2016,Xina,1.98248407643,c6d7a3
2016,Itàlia,1.68789808917,caa531
2016,Marroc,1.60828025478,bad39a
2016,França,1.13853503185,5d8e4f
2016,Bangladesh,0.859872611465,ca0ece
2016,Bolívia,0.843949044586,3a558b
2016,Hondures,0.796178343949,b58671
2016,Índia,0.756369426752,6f03a1
2016,Filipines,0.652866242038,9c5d4b
2016,Romania,0.565286624204,227053
2016,Alemanya,0.549363057325,6fb2c8
2016,Rússia,0.485668789809,b537fa
2016,Equador,0.46178343949,5884a7
2016,Perú,0.429936305732,45e915
2016,Geòrgia,0.390127388535,5312fb
2016,República Dominicana,0.390127388535,c0111a
2016,Colòmbia,0.390127388535,69b26a
2016,Regne Unit,0.366242038217,c6e976
2016,Ucraïna,0.334394904459,d5b0cb
2016,Armènia,0.294585987261,372a49
2016,Portugal,0.286624203822,f1b1b8
2016,Paraguai,0.286624203822,fec37e
2016,Brasil,0.254777070064,2f1faa
2016,Veneçuela,0.230891719745,22fd25
2016,Polònia,0.207006369427,587d9a
2016,Països Baixos,0.175159235669,c66026
2016,Argentina,0.175159235669,74ec5d
2016,Bèlgica,0.15923566879,1ecd59
2016,Nigèria,0.15923566879,e1bf67
2016,Xile,0.15127388535,69956f
2016,Algèria,0.143312101911,ba811b
2016,El Salvador,0.143312101911,976cfb
2016,Nepal,0.143312101911,0f9a29
2016,Mèxic,0.135350318471,c2af5e
2016,Suècia,0.127388535032,f010f8
2016,Estats Units,0.127388535032,a7df86
2016,Suïssa,0.0955414012739,acb8e4
2016,Grècia,0.0875796178344,9244a8
2016,Irlanda,0.0875796178344,8e9ba4
2016,Corea del Sud,0.0875796178344,c0f4cc
2016,Bulgària,0.0796178343949,ae7e49
2016,Cuba,0.0796178343949,b89996
2016,Japó,0.0796178343949,0f1992
2016,Txèquia,0.0636942675159,dccb2a
2016,Senegal,0.0636942675159,f94678
2016,Síria,0.0636942675159,d4c3d2
2016,Guinea Equatorial,0.0557324840764,3a7fe5
2016,Israel,0.0557324840764,a70df1
2016,Noruega,0.0398089171975,a7eb3e
2016,Eslovàquia,0.0398089171975,db9938
2016,Egipte,0.0398089171975,f18b25
2016,Ghana,0.0398089171975,b52833
2016,Canadà,0.0398089171975,8df5e5
2016,Nicaragua,0.0398089171975,06673c
2016,Albània,0.031847133758,dfb233
2016,Hongria,0.031847133758,5345e0
2016,Àustria,0.0238853503185,3fa693
2016,Islàndia,0.0238853503185,fe0362
2016,Letònia,0.0238853503185,b05e6b
2016,Belarús,0.0238853503185,efe47a
2016,Lituània,0.0238853503185,80096e
2016,Croàcia,0.0238853503185,9ca58f
2016,Camerun,0.0238853503185,dfe606
2016,Tunísia,0.0238853503185,3475a9
2016,Costa Rica,0.0238853503185,523e28
2016,Dominica,0.0238853503185,736f7b
2016,Iran,0.0238853503185,04b678
2016,Jordània,0.0238853503185,435e1f
2016,Turquia,0.0238853503185,b81e08
2016,Dinamarca,0.015923566879,6d749a
2016,Estònia,0.015923566879,23c4ff
2016,Guinea,0.015923566879,1e079f
2016,Kenya,0.015923566879,dce072
2016,Líban,0.015923566879,e69497
2016,Singapur,0.015923566879,00a033
2016,Uzbekistan,0.015923566879,e32498
2016,Moldàvia,0.00796178343949,61e015
2016,Sèrbia,0.00796178343949,7fc77d
2016,Congo,0.00796178343949,0d9087
2016,Etiòpia,0.00796178343949,b97845
2016,Guinea-Bissau,0.00796178343949,909cf9
2016,Líbia,0.00796178343949,10e6a8
2016,Mali,0.00796178343949,58d5bc
2016,Mauritània,0.00796178343949,3761b4
2016,Somàlia,0.00796178343949,59cd20
2016,Bahames,0.00796178343949,466af2
2016,Guatemala,0.00796178343949,03f2ca
2016,Uruguai,0.00796178343949,5cf7d8
2016,Afganistan,0.00796178343949,ed5986
2016,Kuwait,0.00796178343949,2baf69
2016,Azerbaidjan,0.00796178343949,c969c5
2016,Kazakhstan,0.00796178343949,a7c233
2016,Territoris Palestins [o Palestina],0.00796178343949,cce3d9
2016,Austràlia,0.00796178343949,99bc9e
